  -3.1254642e+01  -3.0176896e+01  -2.9099150e+01  -2.8021403e+01  -2.6943657e+01  -2.5865911e+01  -2.4788164e+01  -2.3710418e+01  -2.2632672e+01  -2.1554926e+01  -2.0477179e+01  -1.9399433e+01  -1.8321687e+01  -1.7243941e+01  -1.6166194e+01  -1.5088448e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00  -3.6643374e+01  -3.5565627e+01  -3.4487881e+01  -3.3410135e+01  -3.2332388e+01
  -3.0176896e+01  -2.9099150e+01  -2.8021403e+01  -2.6943657e+01  -2.5865911e+01  -2.4788164e+01  -2.3710418e+01  -2.2632672e+01  -2.1554926e+01  -2.0477179e+01  -1.9399433e+01  -1.8321687e+01  -1.7243941e+01  -1.6166194e+01  -1.5088448e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00  -3.4487881e+01  -3.3410135e+01  -3.2332388e+01  -3.1254642e+01
  -2.9099150e+01  -2.8021403e+01  -2.6943657e+01  -2.5865911e+01  -2.4788164e+01  -2.3710418e+01  -2.2632672e+01  -2.1554926e+01  -2.0477179e+01  -1.9399433e+01  -1.8321687e+01  -1.7243941e+01  -1.6166194e+01  -1.5088448e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00  -3.3410135e+01  -3.2332388e+01  -3.1254642e+01  -3.0176896e+01
  -2.8021403e+01  -2.6943657e+01  -2.5865911e+01  -2.4788164e+01  -2.3710418e+01  -2.2632672e+01  -2.1554926e+01  -2.0477179e+01  -1.9399433e+01  -1.8321687e+01  -1.7243941e+01  -1.6166194e+01  -1.5088448e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01  -3.1254642e+01  -3.0176896e+01  -2.9099150e+01
  -2.6943657e+01  -2.5865911e+01  -2.4788164e+01  -2.3710418e+01  -2.2632672e+01  -2.1554926e+01  -2.0477179e+01  -1.9399433e+01  -1.8321687e+01  -1.7243941e+01  -1.6166194e+01  -1.5088448e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01  -3.0176896e+01  -2.9099150e+01  -2.8021403e+01
  -2.5865911e+01  -2.4788164e+01  -2.3710418e+01  -2.2632672e+01  -2.1554926e+01  -2.0477179e+01  -1.9399433e+01  -1.8321687e+01  -1.7243941e+01  -1.6166194e+01  -1.5088448e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01  -2.8021403e+01  -2.6943657e+01
  -2.4788164e+01  -2.3710418e+01  -2.2632672e+01  -2.1554926e+01  -2.0477179e+01  -1.9399433e+01  -1.8321687e+01  -1.7243941e+01  -1.6166194e+01  -1.5088448e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01  -2.6943657e+01  -2.5865911e+01
  -2.3710418e+01  -2.2632672e+01  -2.1554926e+01  -2.0477179e+01  -1.9399433e+01  -1.8321687e+01  -1.7243941e+01  -1.6166194e+01  -1.5088448e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01  -2.4788164e+01
  -2.2632672e+01  -2.1554926e+01  -2.0477179e+01  -1.9399433e+01  -1.8321687e+01  -1.7243941e+01  -1.6166194e+01  -1.5088448e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01  -2.3710418e+01
  -2.1554926e+01  -2.0477179e+01  -1.9399433e+01  -1.8321687e+01  -1.7243941e+01  -1.6166194e+01  -1.5088448e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01
  -2.0477179e+01  -1.9399433e+01  -1.8321687e+01  -1.7243941e+01  -1.6166194e+01  -1.5088448e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01
   2.3710418e+01  -1.8321687e+01  -1.7243941e+01  -1.6166194e+01  -1.5088448e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01
   2.4788164e+01  -1.7243941e+01  -1.6166194e+01  -1.5088448e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01   2.3710418e+01
   2.5865911e+01   2.6943657e+01  -1.5088448e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01   2.3710418e+01   2.4788164e+01
   2.6943657e+01   2.8021403e+01  -1.4010702e+01  -1.2932955e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01   2.3710418e+01   2.4788164e+01   2.5865911e+01
   2.8021403e+01   2.9099150e+01   3.0176896e+01  -1.1855209e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01   2.3710418e+01   2.4788164e+01   2.5865911e+01   2.6943657e+01
   2.9099150e+01   3.0176896e+01   3.1254642e+01  -1.0777463e+01  -9.6997165e+00  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01   2.3710418e+01   2.4788164e+01   2.5865911e+01   2.6943657e+01   2.8021403e+01
   3.0176896e+01   3.1254642e+01   3.2332388e+01   3.3410135e+01  -8.6219703e+00  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01   2.3710418e+01   2.4788164e+01   2.5865911e+01   2.6943657e+01   2.8021403e+01   2.9099150e+01
   3.1254642e+01   3.2332388e+01   3.3410135e+01   3.4487881e+01  -7.5442240e+00  -6.4664777e+00  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01   2.3710418e+01   2.4788164e+01   2.5865911e+01   2.6943657e+01   2.8021403e+01   2.9099150e+01   3.0176896e+01
   3.2332388e+01   3.3410135e+01   3.4487881e+01   3.5565627e+01   3.6643374e+01  -5.3887314e+00  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01   2.3710418e+01   2.4788164e+01   2.5865911e+01   2.6943657e+01   2.8021403e+01   2.9099150e+01   3.0176896e+01   3.1254642e+01
   3.3410135e+01   3.4487881e+01   3.5565627e+01   3.6643374e+01   3.7721120e+01  -4.3109851e+00  -3.2332388e+00  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01   2.3710418e+01   2.4788164e+01   2.5865911e+01   2.6943657e+01   2.8021403e+01   2.9099150e+01   3.0176896e+01   3.1254642e+01   3.2332388e+01
   3.4487881e+01   3.5565627e+01   3.6643374e+01   3.7721120e+01   3.8798866e+01   3.9876612e+01  -2.1554926e+00  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01   2.3710418e+01   2.4788164e+01   2.5865911e+01   2.6943657e+01   2.8021403e+01   2.9099150e+01   3.0176896e+01   3.1254642e+01   3.2332388e+01   3.3410135e+01
   3.5565627e+01   3.6643374e+01   3.7721120e+01   3.8798866e+01   3.9876612e+01   4.0954359e+01  -1.0777463e+00   0.0000000e+00   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01   2.3710418e+01   2.4788164e+01   2.5865911e+01   2.6943657e+01   2.8021403e+01   2.9099150e+01   3.0176896e+01   3.1254642e+01   3.2332388e+01   3.3410135e+01   3.4487881e+01
   3.6643374e+01   3.7721120e+01   3.8798866e+01   3.9876612e+01   4.0954359e+01   4.2032105e+01  -4.3109851e+01   1.0777463e+00   2.1554926e+00   3.2332388e+00   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01   2.3710418e+01   2.4788164e+01   2.5865911e+01   2.6943657e+01   2.8021403e+01   2.9099150e+01   3.0176896e+01   3.1254642e+01   3.2332388e+01   3.3410135e+01   3.4487881e+01   3.5565627e+01
   3.7721120e+01   3.8798866e+01   3.9876612e+01   4.0954359e+01   4.2032105e+01  -4.3109851e+01  -4.2032105e+01  -4.0954359e+01  -3.9876612e+01   4.3109851e+00   5.3887314e+00   6.4664777e+00   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01   2.3710418e+01   2.4788164e+01   2.5865911e+01   2.6943657e+01   2.8021403e+01   2.9099150e+01   3.0176896e+01   3.1254642e+01   3.2332388e+01   3.3410135e+01   3.4487881e+01   3.5565627e+01   3.6643374e+01
   3.8798866e+01   3.9876612e+01   4.0954359e+01   4.2032105e+01  -4.3109851e+01  -4.2032105e+01  -4.0954359e+01  -3.9876612e+01  -3.8798866e+01  -3.7721120e+01  -3.6643374e+01   7.5442240e+00   8.6219703e+00   9.6997165e+00   1.0777463e+01   1.1855209e+01   1.2932955e+01   1.4010702e+01   1.5088448e+01   1.6166194e+01   1.7243941e+01   1.8321687e+01   1.9399433e+01   2.0477179e+01   2.1554926e+01   2.2632672e+01   2.3710418e+01   2.4788164e+01   2.5865911e+01   2.6943657e+01   2.8021403e+01   2.9099150e+01   3.0176896e+01   3.1254642e+01   3.2332388e+01   3.3410135e+01   3.4487881e+01   3.5565627e+01   3.6643374e+01   3.7721120e+01
